aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium
0.05,14.10,0.66,1.69,0.05,2.91,0.13,0.08,1.10,0.50,0.50,0.00,5.19,1.69,0.00,1.65,4.78,0.05,0.05,0.02
0.70,13.86,0.86,4.56,0.09,5.30,0.37,1.64,1.39,0.00,0.01,0.16,15.86,1.41,0.00,13.95,0.67,0.03,0.21,0.06
0.12,12.21,0.68,0.51,0.13,5.72,0.80,0.04,0.93,0.62,0.62,0.00,19.75,1.92,0.00,31.60,4.21,0.06,0.07,0.02
0.29,21.53,0.70,2.56,0.09,0.60,0.57,0.75,1.25,0.00,0.00,0.08,16.20,1.27,0.01,10.38,4.32,0.05,0.29,0.04
0.26,6.30,0.19,1.12,0.11,6.86,0.09,0.04,0.80,0.37,0.00,0.00,17.63,1.90,0.00,41.78,4.08,0.06,0.05,0.01
2.70,14.29,0.95,2.44,0.08,4.21,0.82,0.81,1.27,0.00,0.53,0.06,17.54,1.53,0.01,25.89,0.23,0.07,0.42,0.01
0.02,21.87,0.56,4.43,0.04,6.26,0.23,0.02,1.38,0.13,0.01,0.00,6.04,1.61,0.00,28.51,2.08,0.04,0.08,0.00
4.89,17.76,0.21,1.29,0.03,5.20,0.67,1.67,0.02,0.00,0.01,0.03,14.55,1.90,0.01,1.42,6.21,0.06,0.21,0.03
0.02,17.13,0.26,3.13,0.11,4.01,0.20,0.05,0.13,0.94,0.94,0.00,6.06,2.02,0.00,32.03,4.64,0.04,0.05,0.02
3.49,13.73,0.79,4.90,0.11,4.63,0.12,0.48,1.48,0.00,0.00,0.12,3.69,1.52,0.00,47.77,7.07,0.06,0.38,0.09
0.03,17.92,0.09,3.10,0.10,2.04,0.59,0.08,0.12,0.66,0.66,0.00,9.18,1.71,0.01,30.34,0.40,0.00,0.08,0.03
1.00,29.37,0.32,3.76,0.01,4.93,0.82,1.76,0.33,0.00,0.00,0.13,5.13,1.62,0.01,35.49,3.18,0.05,0.12,0.08
0.07,9.24,0.57,3.93,0.11,1.18,0.56,0.03,0.99,0.43,0.01,0.00,9.25,1.86,0.01,13.35,4.28,0.02,0.05,0.02
2.67,29.10,0.63,3.10,0.12,1.34,0.27,1.73,0.06,0.00,0.00,0.06,15.67,2.10,0.00,7.64,7.88,0.06,0.05,0.01
0.16,10.19,0.73,1.30,0.09,4.85,0.87,0.02,1.18,0.71,0.71,0.16,7.34,1.50,0.00,18.02,0.62,0.07,0.06,0.03
4.35,10.70,0.29,1.14,0.01,6.14,0.70,0.98,0.79,0.00,0.72,0.12,1.87,1.58,0.00,38.33,3.03,0.05,0.29,0.07
0.05,28.45,1.00,2.70,0.08,4.70,0.77,0.05,0.40,0.59,0.59,0.18,5.46,1.31,0.00,25.22,4.83,0.02,0.10,0.02
4.18,0.49,0.84,4.05,0.01,1.83,0.34,0.04,0.61,0.00,0.00,0.09,9.86,1.20,0.00,45.18,3.97,0.04,0.32,0.06
0.19,22.74,0.10,0.18,0.09,1.29,0.54,0.07,1.33,0.55,0.55,0.12,12.14,1.68,0.01,11.32,0.46,0.03,0.00,0.03
0.50,19.50,0.82,3.59,0.11,7.44,0.57,1.38,0.13,0.00,0.00,0.12,19.50,1.45,0.00,3.19,1.11,0.08,0.37,0.01
0.05,5.34,0.19,3.45,0.03,4.62,0.43,0.08,0.07,0.29,0.00,0.16,12.02,1.26,0.00,39.67,0.02,0.07,0.05,0.01
2.06,15.00,0.67,2.69,0.12,6.57,0.33,0.16,1.01,0.00,0.76,0.17,18.25,1.06,0.01,30.08,5.31,0.07,0.32,0.00
0.08,0.33,0.35,2.71,0.09,4.25,0.32,0.08,0.32,0.01,0.00,0.02,1.47,1.18,0.00,41.75,2.31,0.00,0.03,0.02
2.07,9.21,0.35,2.96,0.01,0.97,0.73,1.49,1.45,0.00,0.01,0.16,3.29,1.36,0.00,4.47,5.52,0.04,0.39,0.00
0.06,29.04,0.45,4.37,0.02,6.20,0.34,0.08,1.18,0.81,0.81,0.08,0.62,1.25,0.01,40.75,4.88,0.08,0.04,0.01
3.86,21.04,1.02,4.47,0.08,4.30,0.52,0.96,1.45,0.00,0.01,0.04,1.11,2.02,0.01,16.77,6.49,0.06,0.33,0.03
0.09,2.12,0.01,4.13,0.09,8.05,0.06,0.03,1.37,0.93,0.93,0.16,3.23,2.25,0.01,12.54,1.80,0.04,0.09,0.01
4.40,16.69,0.46,1.76,0.03,7.08,0.85,0.99,0.87,0.00,0.00,0.17,5.62,1.95,0.00,54.96,5.35,0.03,0.42,0.07
0.20,21.02,0.53,0.75,0.08,2.16,0.25,0.05,1.09,0.34,0.01,0.08,6.61,2.07,0.00,22.17,4.60,0.06,0.04,0.01
4.09,17.45,0.66,0.92,0.07,1.62,0.01,1.19,0.26,0.00,0.72,0.03,18.08,1.61,0.00,33.59,2.06,0.04,0.07,0.06
0.06,3.80,0.37,3.55,0.07,8.13,0.29,0.04,0.57,0.64,0.64,0.15,17.09,2.08,0.00,14.00,0.79,0.04,0.03,0.00
4.44,15.36,0.19,1.34,0.03,4.03,0.19,0.28,1.16,0.00,0.85,0.01,11.54,1.53,0.01,8.87,1.46,0.09,0.23,0.08
0.19,6.42,0.72,4.48,0.03,6.70,0.72,0.04,1.37,0.84,0.84,0.03,5.34,1.56,0.01,23.36,1.16,0.07,0.01,0.00
1.04,21.21,0.99,2.31,0.06,7.97,0.20,0.75,0.34,0.00,0.98,0.10,17.15,1.99,0.01,48.15,0.67,0.06,0.18,0.08
0.02,0.80,0.35,0.84,0.03,2.89,0.52,0.05,1.35,0.05,0.01,0.06,7.38,1.47,0.00,15.68,1.70,0.03,0.04,0.03
3.43,0.03,0.25,2.08,0.03,2.91,0.01,0.93,1.44,0.00,0.53,0.20,13.61,1.40,0.01,26.59,2.74,0.03,0.24,0.05
0.22,10.96,0.90,4.28,0.09,0.32,0.20,0.01,0.24,0.61,0.61,0.13,16.03,1.93,0.01,8.81,3.55,0.07,0.04,0.03
1.71,18.85,0.09,1.37,0.05,3.70,0.09,0.77,1.23,0.00,0.79,0.11,11.26,1.50,0.01,4.78,1.91,0.02,0.04,0.04
0.01,15.62,0.16,3.95,0.02,3.19,0.07,0.06,0.08,0.61,0.61,0.12,3.41,2.08,0.00,47.08,0.32,0.03,0.06,0.01
0.38,25.22,0.05,1.80,0.09,3.05,0.24,0.31,1.10,0.00,0.01,0.07,3.88,1.87,0.01,23.92,7.32,0.02,0.12,0.09
0.06,20.67,0.59,3.49,0.12,4.21,0.71,0.06,0.63,0.45,0.01,0.14,7.25,1.68,0.01,46.78,1.77,0.06,0.03,0.01
1.70,4.26,0.05,0.78,0.11,7.95,0.61,1.95,1.29,0.00,0.00,0.09,17.63,1.24,0.00,44.18,6.74,0.09,0.06,0.05
0.39,28.28,0.44,1.74,0.12,5.14,0.05,0.03,1.29,0.43,0.01,0.11,9.90,1.86,0.00,29.06,2.12,0.07,0.07,0.01
3.01,23.50,0.86,3.88,0.09,6.53,0.90,0.80,0.63,0.00,0.01,0.11,10.82,1.45,0.00,21.28,2.24,0.03,0.30,0.05
0.02,17.22,0.19,1.69,0.08,4.94,0.29,0.07,1.43,0.16,0.01,0.08,13.84,1.09,0.00,37.26,3.34,0.00,0.07,0.02
3.30,3.41,0.69,3.36,0.13,2.28,0.80,1.88,1.34,0.00,0.00,0.12,3.45,1.90,0.01,36.60,1.25,0.08,0.27,0.06
0.06,23.80,0.09,0.99,0.04,0.02,0.07,0.04,0.61,0.00,0.00,0.12,6.74,0.67,0.00,0.38,1.23,0.02,0.04,0.02
4.09,7.51,0.04,4.22,0.01,3.67,0.45,0.91,1.26,0.00,0.74,0.16,15.66,1.25,0.00,33.38,1.56,0.01,0.16,0.08
0.06,19.84,0.04,1.33,0.01,0.21,0.02,0.10,0.34,0.00,0.00,0.15,7.96,0.44,0.01,0.44,0.23,0.09,0.01,0.05
4.49,15.34,0.49,0.64,0.12,1.54,0.30,0.79,0.37,0.00,0.00,0.12,17.54,1.66,0.01,11.63,5.38,0.09,0.15,0.03
0.05,10.63,0.02,1.07,0.06,0.49,0.02,0.10,0.52,0.00,0.00,0.13,8.21,0.25,0.01,2.57,0.36,0.06,0.04,0.05
0.40,21.19,0.60,0.66,0.07,4.90,0.51,0.01,1.10,0.00,0.89,0.14,17.48,1.44,0.01,36.48,1.36,0.00,0.41,0.08
0.10,11.80,0.07,0.59,0.03,0.38,0.03,0.05,1.01,0.00,0.00,0.02,9.11,0.74,0.01,0.04,3.21,0.01,0.02,0.00
4.20,0.75,0.18,2.62,0.01,3.40,0.76,0.84,0.04,0.00,0.00,0.12,2.15,1.91,0.00,15.92,1.20,0.07,0.33,0.06
0.07,15.75,0.07,1.22,0.06,0.09,0.00,0.08,1.14,0.00,0.00,0.05,8.62,0.40,0.01,8.02,3.09,0.02,0.09,0.04
1.59,14.39,0.58,0.38,0.06,5.57,0.19,1.30,0.95,0.00,1.00,0.13,18.91,2.30,0.01,5.79,3.83,0.00,0.49,0.09
0.07,14.00,0.01,0.49,0.05,0.30,0.08,0.07,0.52,0.00,0.01,0.15,7.72,0.27,0.00,4.12,1.05,0.07,0.01,0.01
1.76,27.51,0.39,3.78,0.11,6.62,0.49,0.25,0.41,0.00,0.72,0.16,17.24,1.94,0.01,38.82,3.58,0.03,0.49,0.04
0.06,27.63,0.03,0.48,0.01,0.20,0.05,0.08,0.43,0.00,0.01,0.03,5.85,0.55,0.00,6.18,1.70,0.01,0.00,0.05
0.20,1.28,0.74,3.59,0.04,2.76,0.39,1.26,0.13,0.00,0.93,0.17,4.86,1.19,0.00,19.70,0.16,0.07,0.27,0.01
0.05,9.68,0.04,0.45,0.02,0.23,0.01,0.09,0.32,0.00,0.00,0.11,3.55,0.64,0.00,0.23,3.78,0.01,0.07,0.02
4.81,26.98,0.53,2.45,0.09,0.15,0.46,1.56,1.15,0.00,0.00,0.04,13.01,1.41,0.00,56.42,5.15,0.04,0.48,0.03
0.07,5.70,0.04,0.91,0.00,0.20,0.06,0.02,1.21,0.00,0.00,0.02,1.72,0.89,0.00,0.02,0.66,0.09,0.00,0.01
4.17,16.71,0.45,3.21,0.12,4.61,0.89,0.19,0.29,0.00,0.00,0.10,12.77,1.38,0.00,33.35,4.06,0.06,0.30,0.07
0.02,25.05,0.09,0.70,0.09,0.02,0.09,0.05,0.16,0.00,0.00,0.04,6.83,0.23,0.01,0.40,4.42,0.02,0.05,0.05
0.75,24.76,0.02,3.92,0.08,4.57,0.84,0.40,0.71,0.00,0.01,0.02,3.85,2.10,0.01,47.47,1.12,0.09,0.45,0.02
0.07,8.71,0.05,0.03,0.01,0.07,0.02,0.10,1.06,0.00,0.01,0.10,3.70,0.43,0.01,2.74,1.61,0.01,0.08,0.07
2.74,17.53,0.41,1.36,0.10,2.17,0.23,1.37,1.39,0.00,0.00,0.11,4.81,2.63,0.00,48.43,2.56,0.01,0.36,0.04
0.03,22.38,0.05,0.60,0.08,0.02,0.09,0.08,0.85,0.00,0.00,0.03,3.82,0.66,0.01,2.17,1.91,0.09,0.05,0.02
1.55,12.48,0.94,1.70,0.07,5.65,0.70,0.30,0.14,0.00,0.57,0.04,6.49,1.55,0.00,38.84,5.76,0.06,0.10,0.07
0.02,3.90,0.03,0.23,0.05,0.06,0.08,0.07,0.70,0.01,0.00,0.01,6.74,0.61,0.01,0.17,3.07,0.06,0.04,0.08
4.17,21.35,0.84,3.99,0.08,1.76,0.86,1.29,0.13,0.00,0.01,0.17,10.02,2.10,0.01,38.29,6.23,0.08,0.25,0.01
0.05,16.94,0.05,0.77,0.08,0.70,0.01,0.09,1.44,0.00,0.00,0.09,7.26,0.89,0.01,7.39,0.08,0.02,0.08,0.07
2.74,17.25,0.30,1.11,0.02,6.47,0.41,0.89,0.70,0.00,0.01,0.12,18.65,1.64,0.00,42.67,7.53,0.05,0.15,0.05
0.06,17.75,0.01,1.49,0.07,0.30,0.05,0.00,1.44,0.07,0.01,0.06,9.95,0.06,0.01,0.22,0.27,0.10,0.05,0.08
2.39,24.02,0.47,1.55,0.01,3.06,0.09,1.16,1.32,0.00,0.01,0.19,12.06,1.17,0.01,50.13,5.58,0.00,0.33,0.07
0.06,5.58,0.09,0.86,0.01,0.01,0.04,0.04,1.34,0.00,0.00,0.10,1.90,0.17,0.00,0.84,1.42,0.01,0.02,0.07
1.96,21.81,0.04,2.42,0.08,3.97,0.69,1.08,1.18,0.00,0.55,0.11,3.23,1.20,0.01,56.14,4.88,0.08,0.29,0.06
0.01,24.68,0.06,0.46,0.01,0.20,0.04,0.03,0.97,0.00,0.00,0.05,3.33,0.83,0.01,0.04,0.98,0.04,0.03,0.08
0.10,16.78,0.35,0.42,0.13,4.90,0.74,0.15,0.19,0.00,0.76,0.04,4.80,1.40,0.01,3.60,3.65,0.03,0.38,0.08
0.09,5.94,0.01,0.92,0.06,0.03,0.05,0.01,0.82,0.00,0.00,0.09,1.51,0.58,0.00,2.03,0.70,0.03,0.06,0.05
0.92,27.25,0.89,1.41,0.05,8.19,0.65,1.23,0.84,0.00,0.01,0.06,11.18,2.37,0.00,27.45,2.39,0.05,0.26,0.05
0.05,9.31,0.02,0.41,0.09,0.52,0.08,0.04,0.79,0.00,0.00,0.01,6.83,0.81,0.01,0.52,0.16,0.01,0.01,0.02
3.04,0.12,0.46,3.10,0.11,2.03,0.35,1.69,1.32,0.00,0.99,0.06,17.65,1.30,0.00,31.88,2.39,0.07,0.25,0.00
0.03,9.83,0.09,0.14,0.00,0.23,0.04,0.06,0.66,0.00,0.01,0.12,1.73,0.57,0.00,0.12,0.53,0.04,0.02,0.03
5.01,19.29,0.65,3.45,0.03,1.82,0.64,0.36,0.64,0.00,0.69,0.01,2.01,1.69,0.00,16.50,1.45,0.07,0.32,0.05
0.10,7.60,0.07,1.18,0.04,0.17,0.02,0.05,0.63,0.00,0.00,0.01,9.35,0.95,0.00,1.18,3.95,0.09,0.09,0.07
2.84,29.16,0.39,3.88,0.03,7.14,0.41,0.09,0.71,0.00,0.84,0.12,9.51,1.80,0.00,19.06,2.21,0.08,0.19,0.01
0.03,2.45,0.03,0.04,0.06,0.25,0.09,0.09,0.46,0.00,0.00,0.11,8.84,0.90,0.01,11.23,0.60,0.09,0.03,0.08
3.18,0.15,0.76,4.48,0.01,1.05,0.83,0.30,1.24,0.00,0.51,0.10,11.08,1.29,0.00,23.53,1.32,0.04,0.02,0.05
0.08,16.61,0.08,1.59,0.00,0.32,0.08,0.03,0.40,0.00,0.00,0.14,7.36,0.94,0.01,8.47,0.55,0.09,0.01,0.04
4.75,13.93,0.47,2.94,0.06,7.33,0.41,0.05,0.10,0.00,0.00,0.17,11.63,1.84,0.01,38.46,3.48,0.07,0.23,0.09
0.02,20.39,0.01,0.84,0.02,0.55,0.02,0.01,0.40,0.00,0.00,0.09,5.38,0.89,0.01,0.44,3.54,0.10,0.06,0.04
1.27,24.40,0.97,2.87,0.07,6.34,0.23,1.27,0.21,0.00,0.67,0.09,6.00,1.25,0.01,26.77,4.50,0.08,0.25,0.09
0.04,17.44,0.02,0.04,0.03,0.08,0.04,0.09,0.72,0.00,0.01,0.02,0.29,0.29,0.01,6.92,0.48,0.06,0.07,0.02
0.41,7.01,0.39,2.73,0.01,6.06,0.75,1.44,0.58,0.00,0.01,0.07,0.75,2.17,0.00,3.68,3.28,0.05,0.15,0.02
0.09,26.60,0.02,0.01,0.06,0.05,0.02,0.01,1.11,0.00,0.01,0.05,0.55,0.61,0.01,3.17,3.74,0.06,0.02,0.02
3.62,18.13,0.56,1.68,0.01,5.22,0.61,0.16,0.23,0.00,0.01,0.09,7.89,1.97,0.00,1.91,7.53,0.05,0.06,0.05
0.04,5.62,0.03,0.58,0.08,0.01,0.01,0.07,0.25,0.04,0.00,0.14,2.40,0.47,0.01,7.45,0.10,0.09,0.07,0.02
0.06,14.93,0.77,4.06,0.09,6.79,0.48,1.13,1.43,0.00,0.63,0.15,7.20,1.72,0.01,31.64,5.59,0.05,0.08,0.05
0.05,5.58,0.06,0.05,0.09,0.20,0.01,0.09,0.33,0.00,0.01,0.06,4.91,0.60,0.00,10.06,0.39,0.03,0.00,0.03
4.18,29.54,0.92,4.66,0.01,1.62,0.79,1.82,0.44,0.00,0.00,0.02,15.10,1.85,0.01,31.38,1.54,0.03,0.20,0.06
0.08,7.51,0.03,0.88,0.06,0.04,0.03,0.09,1.30,0.03,0.01,0.11,1.08,0.56,0.01,8.49,0.25,0.07,0.10,0.04
2.11,15.06,0.33,3.47,0.07,2.25,0.48,0.75,0.09,0.00,0.84,0.18,11.75,2.07,0.00,14.96,3.60,0.03,0.42,0.05
0.04,22.98,0.02,0.99,0.03,0.08,0.01,0.09,0.27,0.00,0.01,0.01,8.32,0.14,0.00,0.45,0.22,0.07,0.03,0.08
4.10,23.94,0.19,4.39,0.04,5.37,0.61,1.33,0.18,0.00,0.81,0.04,16.59,2.12,0.01,21.01,1.29,0.00,0.44,0.07
0.03,7.63,0.04,0.81,0.06,0.12,0.00,0.00,0.81,0.00,0.01,0.15,6.19,0.96,0.01,1.32,0.50,0.03,0.09,0.02
5.03,26.11,0.06,1.09,0.04,6.07,0.73,0.87,0.29,0.00,0.58,0.20,8.77,2.11,0.01,1.42,7.52,0.06,0.26,0.02
0.09,9.71,0.09,0.98,0.07,0.56,0.00,0.01,0.96,0.00,0.01,0.05,1.61,0.84,0.00,0.52,0.17,0.01,0.07,0.05
4.60,14.28,0.79,2.76,0.08,1.95,0.77,0.36,0.37,0.00,0.00,0.03,9.99,1.53,0.01,26.16,4.99,0.05,0.33,0.06
0.04,19.76,0.05,0.65,0.05,0.46,0.09,0.02,1.50,0.00,0.00,0.00,7.24,0.63,0.00,6.08,1.62,0.09,0.06,0.02
1.57,29.13,0.18,2.37,0.03,4.12,0.46,0.01,1.28,0.00,0.77,0.14,2.17,2.33,0.00,26.73,2.27,0.02,0.25,0.07
0.01,24.90,0.04,0.05,0.04,0.32,0.10,0.01,0.79,0.00,0.00,0.15,0.83,0.60,0.01,2.35,0.99,0.02,0.04,0.06
5.00,2.73,0.33,0.34,0.09,4.24,0.56,0.75,1.26,0.00,0.87,0.10,0.57,1.41,0.01,57.01,1.01,0.07,0.16,0.08
0.07,27.91,0.03,0.11,0.04,0.04,0.06,0.03,1.03,0.00,0.01,0.14,1.69,1.00,0.00,0.08,0.76,0.09,0.03,0.02
0.24,0.65,0.54,0.75,0.12,7.83,0.34,0.36,1.14,0.00,0.00,0.07,1.26,2.11,0.01,2.25,2.74,0.02,0.18,0.06
0.08,23.49,0.10,1.19,0.06,0.35,0.05,0.02,0.63,0.00,0.01,0.11,9.87,0.71,0.00,0.42,1.58,0.03,0.03,0.05
1.50,23.67,0.02,2.18,0.02,4.42,0.53,1.99,0.81,0.00,0.00,0.10,4.73,1.82,0.00,55.56,4.51,0.10,0.07,0.02
0.06,24.48,0.02,1.67,0.09,0.02,0.03,0.06,0.71,0.00,0.01,0.02,3.10,0.27,0.01,2.62,0.91,0.09,0.01,0.02
3.49,4.38,0.92,1.97,0.03,4.17,0.48,0.11,1.46,0.00,0.75,0.01,7.76,1.21,0.00,56.86,7.11,0.07,0.46,0.07
0.00,0.42,0.06,0.39,0.03,0.47,0.09,0.01,1.14,0.00,0.00,0.07,1.20,0.39,0.01,9.71,0.84,0.02,0.02,0.06
2.06,11.35,0.12,4.28,0.10,4.46,0.59,1.05,0.31,0.00,0.00,0.17,7.98,1.88,0.00,0.33,4.04,0.04,0.20,0.06
0.04,5.26,0.08,0.32,0.07,0.01,0.00,0.09,0.60,0.00,0.01,0.02,2.50,0.33,0.00,4.38,0.44,0.05,0.01,0.08
2.74,0.87,0.28,0.97,0.09,1.04,0.05,0.80,0.36,0.00,0.64,0.09,7.72,1.22,0.01,37.31,2.58,0.03,0.06,0.08
0.07,2.70,0.04,0.60,0.02,0.27,0.08,0.09,0.64,0.00,0.01,0.13,4.17,0.95,0.00,0.09,3.05,0.06,0.04,0.04
2.50,4.14,0.51,2.44,0.05,0.97,0.24,1.32,0.83,0.00,0.60,0.07,7.87,1.92,0.00,3.58,6.87,0.06,0.30,0.00
0.09,7.37,0.02,1.08,0.05,0.23,0.01,0.04,0.05,0.00,0.01,0.10,9.92,0.57,0.01,2.72,0.10,0.06,0.08,0.05
0.55,19.04,0.85,1.54,0.11,5.73,0.19,0.68,1.36,0.00,0.74,0.13,1.75,1.33,0.01,25.82,2.21,0.01,0.41,0.08
0.01,8.13,0.01,0.23,0.09,0.05,0.06,0.09,0.48,0.00,0.00,0.12,1.67,0.72,0.00,3.40,0.36,0.06,0.07,0.03
4.13,24.06,0.75,3.65,0.03,2.84,0.15,0.82,0.10,0.00,0.79,0.04,14.60,1.85,0.01,6.51,7.56,0.04,0.33,0.03
0.06,8.11,0.06,0.21,0.04,0.08,0.04,0.00,0.04,0.00,0.01,0.11,6.45,0.19,0.00,1.80,0.68,0.01,0.07,0.07
3.57,27.61,0.38,1.85,0.07,7.48,0.55,1.32,0.59,0.00,0.01,0.12,16.36,2.01,0.01,18.96,5.57,0.04,0.03,0.05
0.02,27.85,0.04,0.33,0.05,0.06,0.09,0.03,1.40,0.00,0.01,0.11,5.36,0.90,0.00,1.64,1.58,0.02,0.01,0.08
2.29,5.42,0.18,0.91,0.09,4.27,0.54,0.04,0.60,0.00,0.01,0.02,2.55,1.43,0.00,52.27,7.42,0.05,0.10,0.08
0.02,5.58,0.08,0.13,0.06,0.49,0.06,0.04,0.62,0.00,0.01,0.01,9.58,0.32,0.00,3.88,4.56,0.02,0.02,0.03
3.02,28.47,0.89,3.44,0.03,2.96,0.16,1.43,0.19,0.00,0.92,0.10,10.85,1.42,0.00,39.08,5.03,0.07,0.28,0.01
0.04,11.47,0.06,1.79,0.03,0.08,0.02,0.04,0.04,0.00,0.00,0.09,7.47,0.63,0.00,0.43,0.12,0.06,0.04,0.05
3.68,27.71,1.00,3.86,0.06,7.17,0.16,0.75,0.20,0.00,0.69,0.10,5.51,1.38,0.01,48.93,6.30,0.03,0.25,0.08
0.06,22.90,0.06,1.58,0.07,0.06,0.03,0.07,1.43,0.00,0.01,0.10,8.12,0.61,0.01,3.03,0.89,0.05,0.04,0.01
3.02,5.80,0.60,1.58,0.12,3.80,0.62,1.33,0.58,0.00,0.00,0.17,18.24,2.43,0.01,39.05,2.28,0.05,0.28,0.05
0.03,2.19,0.05,0.63,0.08,0.42,0.00,0.08,1.25,0.06,0.01,0.05,0.39,0.55,0.01,4.81,0.54,0.08,0.04,0.03
2.66,20.08,0.68,3.96,0.11,2.49,0.13,1.43,1.34,0.00,0.76,0.07,7.52,1.23,0.00,20.71,2.60,0.00,0.37,0.03
0.03,16.08,0.08,0.38,0.06,0.15,0.09,0.04,0.47,0.00,0.01,0.09,0.26,0.30,0.01,2.43,1.31,0.02,0.01,0.06
1.00,2.56,0.29,1.65,0.08,4.77,0.28,1.77,0.06,0.00,0.75,0.10,1.33,2.20,0.01,38.36,0.75,0.04,0.10,0.05
0.03,28.35,0.06,0.14,0.01,0.04,0.07,0.07,1.10,0.00,0.01,0.04,6.87,0.85,0.01,1.72,0.06,0.06,0.10,0.00
1.70,4.86,0.41,1.07,0.07,3.49,0.82,1.93,0.45,0.00,0.63,0.12,4.21,1.93,0.01,51.38,5.90,0.05,0.45,0.02
0.06,12.44,0.01,0.68,0.04,0.67,0.04,0.08,0.61,0.00,0.00,0.03,1.43,0.34,0.01,0.28,0.58,0.00,0.01,0.04
2.99,27.84,0.17,2.15,0.04,4.49,0.17,0.85,1.21,0.00,0.00,0.10,14.01,1.76,0.00,16.04,3.83,0.07,0.20,0.03
0.05,0.13,0.03,0.16,0.03,0.00,0.02,0.04,1.19,0.00,0.00,0.13,4.22,0.96,0.01,0.37,0.21,0.07,0.06,0.06
2.13,3.05,0.86,1.98,0.03,3.74,0.36,0.20,0.64,0.00,0.01,0.13,4.75,1.97,0.00,38.91,5.81,0.06,0.34,0.04
0.06,28.88,0.04,0.39,0.05,0.01,0.04,0.08,0.28,0.00,0.00,0.06,9.91,0.89,0.01,0.38,0.15,0.06,0.02,0.08
0.85,19.27,0.19,1.88,0.05,6.48,0.52,1.95,1.16,0.00,0.94,0.05,4.23,1.47,0.01,43.72,4.62,0.03,0.38,0.01
0.04,0.25,0.09,0.43,0.07,0.09,0.00,0.08,0.32,0.01,0.00,0.02,1.41,0.25,0.00,8.53,0.59,0.00,0.07,0.02
1.42,16.26,0.67,1.31,0.04,5.59,0.43,0.10,1.08,0.00,0.99,0.00,18.58,2.11,0.00,55.58,1.75,0.04,0.13,0.01
0.06,5.74,0.08,0.31,0.03,0.44,0.10,0.08,0.90,0.00,0.01,0.04,3.67,0.83,0.00,1.19,0.45,0.09,0.08,0.05
4.69,25.56,0.05,4.44,0.11,8.20,0.49,1.72,0.49,0.00,0.60,0.09,7.99,1.53,0.01,15.28,7.10,0.02,0.46,0.07
0.03,16.56,0.06,0.49,0.09,0.04,0.03,0.02,0.86,0.00,0.00,0.11,0.23,0.21,0.01,2.62,0.98,0.08,0.05,0.03
1.54,20.23,0.75,1.24,0.10,7.39,0.55,0.40,1.09,0.00,0.65,0.14,3.58,1.31,0.01,29.51,6.08,0.08,0.48,0.04
0.05,9.68,0.10,0.26,0.08,0.17,0.07,0.03,0.95,0.00,0.01,0.07,2.98,0.86,0.00,1.51,3.81,0.02,0.05,0.02
1.13,17.53,0.07,1.22,0.06,7.00,0.56,1.74,0.66,0.00,0.01,0.09,0.94,2.20,0.01,24.83,2.59,0.02,0.18,0.05
0.06,20.42,0.03,0.65,0.08,0.01,0.01,0.07,1.09,0.00,0.01,0.08,5.88,0.50,0.00,6.28,0.71,0.06,0.01,0.01
4.16,6.92,0.87,3.18,0.11,4.75,0.75,1.29,0.83,0.00,0.00,0.15,13.56,1.54,0.01,14.54,5.73,0.08,0.49,0.09
0.09,24.34,0.00,0.71,0.09,0.02,0.05,0.03,0.20,0.00,0.01,0.04,5.63,0.29,0.01,2.35,0.06,0.09,0.05,0.01
3.41,20.51,0.66,0.93,0.10,1.81,0.70,1.08,0.70,0.00,0.87,0.11,9.90,1.81,0.01,34.76,3.54,0.02,0.47,0.07
0.00,17.02,0.00,0.57,0.03,0.32,0.06,0.08,0.54,0.00,0.01,0.15,8.51,0.68,0.00,4.61,0.08,0.00,0.03,0.00
2.15,7.51,0.98,2.25,0.12,4.82,0.49,0.20,1.15,0.00,0.61,0.13,8.10,1.94,0.00,22.98,3.19,0.03,0.24,0.02
0.03,13.58,0.02,1.22,0.08,0.04,0.05,0.09,1.41,0.00,0.00,0.05,7.85,0.27,0.00,0.22,0.19,0.03,0.09,0.04
4.90,11.33,0.01,1.60,0.03,6.95,0.87,0.92,1.20,0.00,0.00,0.01,19.13,2.07,0.00,23.68,4.58,0.01,0.20,0.04
0.01,26.59,0.04,0.75,0.08,0.04,0.04,0.07,0.03,0.00,0.00,0.06,5.22,0.18,0.00,7.07,0.97,0.09,0.08,0.05
0.76,20.14,0.12,4.72,0.01,0.43,0.02,1.05,0.68,0.00,0.00,0.16,8.03,1.84,0.00,38.74,6.30,0.02,0.39,0.03
0.07,3.62,0.10,0.81,0.06,0.07,0.04,0.09,1.03,0.00,0.00,0.15,5.04,0.68,0.00,11.08,0.59,0.05,0.08,0.03
0.53,29.05,0.24,4.04,0.06,4.09,0.83,0.26,0.16,0.00,0.91,0.18,7.03,1.45,0.01,59.50,3.22,0.05,0.06,0.09
0.04,13.28,0.04,0.28,0.02,0.10,0.00,0.00,0.70,0.08,0.00,0.14,8.95,0.18,0.01,1.35,4.10,0.06,0.01,0.02
